Marca temporal,¿Qué edad tienes? (escribe tu respuesta en números),¿Cuál es tu sexo biológico?,Estado civil,"¿A qué estado de la República Mexicana perteneces? (sin abreviaturas) Ejemplo: Estado de México, Oaxaca, Ciudad de México, Puebla",1. El amor para mi es:,2. La primera palabra en la que pienso cuando escucho a alguien hablar sobre el amor es: ,3.. Pienso que el amor,4. Selecciona una de las opciones con la que estés de acuerdo,5. ¿Cuál crees que debería ser una de las principales características del amor?,6. Creo que el amor,7. Los componentes del amor son,8. Selecciona los tipos de amor conozcas,9. Creo que los seres humanos amamos porque,10. Un amor equilibrado debería ser o tener,"11. En cuanto al amor de pareja, prefiero que mi tipo de pareja sea:",12. Cuando amo yo suelo ser ,"13. El amor filial es igual, es decir, padre y madre aman de la misma forma ",14. El amor lo puede todo,15. Todo se perdona por amor,16. Existen las medias naranjas o almas gemelas,17. El amor no es igual a una relación de pareja
29/10/2021 18:05:25,20,Mujer,Soltero (a),Ciudad de México,"Una relación entre dos personas (o con uno mismo) que implica un conocimiento profundo de la otra parte, una conexión espiritual y emocional, además de compromiso, tiempo y comunicación ",Conexión ,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,Compromiso,Es una decisión basada en compromiso y tolerancia,"Pasión, compromiso e intimidad","Amor romántico, Eros o amor erótico, Amor compañero o sociable, Amor propio, Amor platónico",Necesitamos de vínculos afectivos que den sentido y nos permitan vivir ,"Comprensión de la situación de la otra persona (apertura a conocerla), tener tiempo, comunicación","Similar a mí en cuanto a valores y temas muy importantes para mí, fiel y comprensiva ","Suelo entregarme, soy muy transparente, me gusta ayudar en todo sentido, trato de acoplarme s la forma de ser de la otra persona para no incomodar",3,2,1,1,2
29/10/2021 18:09:10,23,Mujer,En una relación,Ciudad de México,Es un sentimiento que se da hacia uno mismo y hacia las personas o entes que quieres.,Romance,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,Respeto,Sobrepasa cualquier explicación racional y física y nos hace tener una conexión con lo divino y espiritual de cada uno,Respeto y empatía,"Amor romántico, Amor fraternal, Eros o amor erótico, Amor compañero o sociable, Amor maternal, Amor propio, Amor platónico",Es una cualidad que tenemos,Reciprocidad,"Respetuoso, amable, atento y comprensivo ","Respetuosa, amable, empatica ",3,1,1,1,3
29/10/2021 18:25:19,18,Hombre,Soltero (a),Veracruz,Un sentimiento o manera de percepción que trasciende al estado de ánimo.,Ilusión,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,La sinceridad,Sobrepasa cualquier explicación racional y física y nos hace tener una conexión con lo divino y espiritual de cada uno,"Pasión, compromiso e intimidad","Amor romántico, Amor fraternal, Eros o amor erótico, Amor compañero o sociable, Storge o amistoso, Amor maternal, Amor propio, Amor platónico","Después de todo, uno busca con qué sentirse satisfecho","Moderación racional, más no limitación",Auténtica y comprometida,Versátil,3,1,1,2,5
29/10/2021 18:44:31,22,Mujer,En una relación,Estado de México,un vínculo de intercambio de cariño y atenciones hacia una sóla persona,Cariño,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,Que sea sincero,Es una decisión basada en compromiso y tolerancia,Intimidad (unión) y compromiso,"Amor romántico, Ágape, Amor fraternal, Eros o amor erótico, Amor compañero o sociable, Amor maternal, Amor propio, Amor platónico",Compartimos experiencias íntimas con otra persona con afinidad a nosotros.,Respetarse mutuamente y ser completamente leales.,"Bondadoso, justo y amable","comprensiva, cariñosa ",2,1,1,3,4
29/10/2021 19:05:53,26,Mujer,Soltero (a),Estado de México,"Un conjunto de emociones y sentimientos asociados a; una persona, animal, actividad, etc. que suelen ser placenteras y conllevan responsabilidades y privilegios.",Felicidad,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,La honestidad,Es una decisión basada en compromiso y tolerancia,Intimidad (unión) y compromiso,"Amor romántico, Amor fatuo, Ágape, Amor fraternal, Eros o amor erótico, Amor compañero o sociable, Storge o amistoso, Amor maternal, Amor propio, Amor platónico",Es parte de los procesos sociales,"Honestidad, reciprocidad, apoyo, responsabilidad, aceptación y objetividad.","Alguien con quien comparta intereses, gustos y preferencias; que sea una persona madura, honesta y responsable; que esté dispuest@ a hablar y que amb@s resolvamos nuestras diferencias y lleguemos a acuerdos que nos beneficien.","Honesta, cariñosa física y verbalmente y comprensiva hasta donde mis límites lo permitan.",1,1,1,1,5
29/10/2021 19:08:28,18,Mujer,Soltero (a),Veracruz ,"La entrega de uno mismo, el dar cariño y sentir por la otra persona ",Sentimientos ,Nos da un sentido a nuestras vidas,El amor propio es el cariño y aceptación que tengo hacia mi mismo,Respeto ,Es una decisión basada en compromiso y tolerancia,"Pasión, compromiso e intimidad","Amor romántico, Amor fraternal, Amor maternal, Amor propio, Amor platónico",Necesitamos entregarnos ,"Respeto, cariño, comprensión, entrega , pasión ","Cariñosa, tranquila, amable ",Muy cariñosa y sensible ,1,1,1,3,1
29/10/2021 19:10:32,17,Mujer,En una relación,Veracruz,"Un sentimiento pasajero, doloroso y en algunos casos hermoso pero segador",Chocolate,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio significa admirar mis cualidades y mis logros,Quererse por más basura que seamos,Es una decisión basada en compromiso y tolerancia,Intimidad (unión) y compromiso,"Amor romántico, Eros o amor erótico, Amor compañero o sociable, Storge o amistoso, Amor maternal, Amor propio",Es algo de la mente,Respeto y aceptación,Una persona que me escuche y me tolere cuando estoy en mis momentos más irritables,Pegajosa,3,2,1,4,3
29/10/2021 19:16:32,21,Mujer,Soltero (a),Yucatán ,"Es un sentimiento que podemos expresar de diferentes maneras o a diferentes personas, es distinto en cada persona. ",Alegría ,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,Te debe hacer sentir bien ,Sobrepasa cualquier explicación racional y física y nos hace tener una conexión con lo divino y espiritual de cada uno,"Confianza, compromiso ","Amor romántico, Amor fraternal, Amor compañero o sociable, Amor maternal, Amor propio, Amor platónico",Porque los seres humanos tenemos que establecer relaciones para conformar una sociedad estable ,Responsable y honesto ,"Una persona confiable, responsable, honesta y respetuosa ","Alegre, amable, comprensiva, respetuosa y cariñosa ",3,2,1,2,5
29/10/2021 19:23:08,20,Hombre,Soltero (a),Ciudad de México,"Conexión, dualidad y apoyo.",Superficialidad,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,Que sea personal.,Es una decisión basada en compromiso y tolerancia,"Pasión, compromiso e intimidad","Amor romántico, Amor consumado, Amor fatuo, Amor fraternal, Eros o amor erótico, Amor compañero o sociable, Amor maternal, Manic o maníaco, Amor propio, Amor platónico",No ayuda a avanzar y nos da una base para crecer y valorar aspectos de nuestra vida.,"Respeto, pasión, deseo, confianza y comunicación.
Las reglas ayudan.",Opuesto a mi. ,Tranquilo.,1,1,1,1,3
29/10/2021 19:45:02,50,Hombre,En una relación,Ciudad de México,una alteración en los circuitos neuronales de un ser humano,estupidez,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio no es tan importante siempre y cuando alguien más me ame,duración ,Es una búsqueda de afecto,"Atracción, pasión y deseo","Amor romántico, Amor fraternal, Eros o amor erótico, Amor compañero o sociable, Amor maternal, Amor platónico, laboral","es una emoción humana, característica de nuestra especie",correspondencia,contraria a mi manera de ser,apasionado,4,1,1,3,5
29/10/2021 19:46:57,19,Hombre,Soltero (a),Ciudad de México,Un arte,Cuidado,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,Amar ,Es una decisión basada en compromiso y tolerancia,"Pasión, compromiso e intimidad","Amor romántico, Ágape, Amor fraternal, Eros o amor erótico, Amor compañero o sociable, Amor maternal, Amor propio, Amor platónico",Necesitamos anar,Comunicación ,Ágape/fraternal,Demostrarlo,1,4,3,3,5
29/10/2021 20:44:56,22,Mujer,En una relación,Colima,Lo que gira al mundo,Relación,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,Establecer límites,Sobrepasa cualquier explicación racional y física y nos hace tener una conexión con lo divino y espiritual de cada uno,"Pasión, compromiso e intimidad","Amor romántico, Amor fraternal, Eros o amor erótico, Amor compañero o sociable, Storge o amistoso, Amor maternal, Amor propio, Amor platónico","Es un cariño que no controlamos, solamente lo sentimls",Debe ser recíproco,Todo lo que podría pedir y más,Cariñosa y atenta,4,3,1,5,1
29/10/2021 21:02:38,24,Mujer,Soltero (a),Querétaro ,Un conjunto de reacciones químicas en el cerebro de un individuo lo que desencadena comportamientos y acciones de carácter principalmente permanente ,Música ,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,"Comprensión, respeto, consentimiento y empatía ",Sobrepasa cualquier explicación racional y física y nos hace tener una conexión con lo divino y espiritual de cada uno,"Atracción, pasión y deseo","Amor romántico, Amor fraternal, Eros o amor erótico, Amor compañero o sociable, Storge o amistoso, Ludus o lúdico, Amor maternal, Amor propio, Pragma o pragmático, Amor platónico",Hemos evolucionado,Empatía y consentimiento ,Similar a mi en ideales y valores ,Intensa,1,1,1,2,5
29/10/2021 21:02:39,16,Mujer,Soltero (a),Puebla ,Una fuerza que trasciende ,Dramatismo ,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,Debería ser sano ,Es la consecuencia de procesos químicos y físicos de mi cuerpo con el fin de la reproducción sexual,"Pasión, compromiso e intimidad","Amor romántico, Amor fraternal, Eros o amor erótico, Amor compañero o sociable, Storge o amistoso, Amor maternal, Manic o maníaco, Amor propio, Pragma o pragmático, Amor platónico","Muchas veces necesitamos encontrar un sentido o propósito para nuestras vidas y la mayoría de veces gira en torno al amor, eso me lleva a la conclusión de que lo necesitamos para nuestra supervivencia ",Complementario ,"Una persona con sensibilad artística, inteligencia naturalista, empatia, responsabilidad afectiva ",Feliz y sobre protectora ,4,2,2,4,5
29/10/2021 21:05:05,21,Mujer,Soltero (a),Quintana roo ,"No tengo una definición para eso, pero diría que es procurar a alguien, sea tu pareja, amigo, familiar y querer hacer todo por esa persona, para su bienestar. ",Dulce,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,Que te de una sensación de tranquilidad ,Sobrepasa cualquier explicación racional y física y nos hace tener una conexión con lo divino y espiritual de cada uno,"Pasión, compromiso e intimidad","Amor romántico, Ágape, Amor fraternal, Eros o amor erótico, Amor compañero o sociable, Storge o amistoso, Amor maternal, Manic o maníaco, Amor propio, Amor platónico",Porque está en nuestro interior ,Respeto y ser escuchados y dar el espacio de c/u,Sincera ,Muy sentimental ,4,3,1,5,5
29/10/2021 21:12:52,22,Mujer,Soltero (a),Veracruz,Un sentimiento que nos lastima y hace feliz al mismo tiempo.,Felicidad,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio no es tan importante siempre y cuando alguien más me ame,Fidelidad,Es una decisión basada en compromiso y tolerancia,Intimidad (unión) y compromiso,"Amor romántico, Ágape, Eros",Es algo natural en nosotros,"Honestidad, fidelidad","Honesto, atento, fiel",Atenta,1,1,1,1,5
29/10/2021 21:14:21,20,Mujer,En una relación,Ciudad de México ,"Para mi amor es aquel que lo perdona todo, que no es egoísta, que siempre está dispuesto a darlo todo, que lo puede todo.
Es ese sentimiento que percibimos y sentimos ante alguien que nos da todo lo anterior. ",Dios,Nos da un sentido a nuestras vidas,El amor propio es el cariño y aceptación que tengo hacia mi mismo,Tranquilidad ,Sobrepasa cualquier explicación racional y física y nos hace tener una conexión con lo divino y espiritual de cada uno,"Pasión, compromiso e intimidad","Amor romántico, Amor fraternal, Eros o amor erótico, Amor maternal, Amor propio, Pragma o pragmático, Amor platónico",Confiamos ,A Dios ante todo ,"Segura de lo que cree, de lo que piensa y de lo que siente ",Tranquila ,4,5,5,3,2
29/10/2021 21:26:38,22,Mujer,Soltero (a),Puebla,"Mantener un respeto, admiración y cariño ante cualquier situación incluso sin estar con esa persona ",Mi mamá ,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,Devoción ,Sobrepasa cualquier explicación racional y física y nos hace tener una conexión con lo divino y espiritual de cada uno,"Pasión, compromiso e intimidad","Amor romántico, Amor fraternal, Eros o amor erótico, Amor maternal, Amor propio, Pragma o pragmático, Amor platónico",Somos seres sociales por naturaleza ,Compromiso e interés por lo que el otro quiere así como saber qué quiere uno mismo,Afín a mis formas de amar y sino adaptable a las mismas ,Permisible ,2,1,1,2,5
29/10/2021 21:37:09,20,Hombre,Soltero (a),Estado de México,Un sentimiento creado principalmente a partir de reacciones en nuestro cerebro.,La persona que me gusta,Es útil porque nos ayuda a mantener la especie,El amor propio es el cariño y aceptación que tengo hacia mi mismo,"El respeto, aceptación y admiración.",Es la consecuencia de procesos químicos y físicos de mi cuerpo con el fin de la reproducción sexual,"Pasión, compromiso e intimidad","Amor romántico, Amor fraternal, Eros o amor erótico, Amor compañero o sociable, Storge o amistoso, Amor maternal, Amor propio, Amor platónico",Porque evolutivamente da una ventaja para preservar la especie.,"Respeto, fidelidad, tiempo, admiración.","Fiel, cariñosa.","Cariñoso, romántico y fiel",4,1,2,3,5
29/10/2021 21:37:42,21,Mujer,Soltero (a),Estado de México,"Vínculos de compañía y cariño entre dos o más personas, o hacia unx mismx",libertad,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,"respetar los cambios de lxs otros, saber que no estan para nosotrxs sino para compartir",Es una búsqueda de afecto,"Confianza, cariño, comprensión y compañía","Amor romántico, Amor fraternal, Amor maternal, Amor propio, Amor platónico",Existimos en comunidad y el afecto es necesario,"Libertad, límites y confianza","Comprensivx, afecuosx  y divertidx","chistosa, cariñosa",4,1,1,2,5
